origin,dest,time
CALUMET HEIGHTS,IRVING PARK,4843
CALUMET HEIGHTS,DUNNING,6634
CALUMET HEIGHTS,MONTCLARE,6446
CALUMET HEIGHTS,BELMONT CRAGIN,5663
CALUMET HEIGHTS,WEST RIDGE,6079
CALUMET HEIGHTS,HERMOSA,5366
CALUMET HEIGHTS,AVONDALE,4546
CALUMET HEIGHTS,LOGAN SQUARE,4440
CALUMET HEIGHTS,HUMBOLDT PARK,4960
CALUMET HEIGHTS,WEST TOWN,4303
CALUMET HEIGHTS,AUSTIN,5157
CALUMET HEIGHTS,WEST GARFIELD PARK,5137
CALUMET HEIGHTS,EAST GARFIELD PARK,4780
CALUMET HEIGHTS,NEAR WEST SIDE,4305
CALUMET HEIGHTS,NORTH LAWNDALE,5113
CALUMET HEIGHTS,UPTOWN,4996
CALUMET HEIGHTS,SOUTH LAWNDALE,4800
CALUMET HEIGHTS,LOWER WEST SIDE,4323
CALUMET HEIGHTS,NEAR SOUTH SIDE,3531
CALUMET HEIGHTS,BRIDGEPORT,4336
CALUMET HEIGHTS,NORWOOD PARK,5613
CALUMET HEIGHTS,NEAR NORTH SIDE,3607
CALUMET HEIGHTS,LOOP,2916
CALUMET HEIGHTS,SOUTH SHORE,1533
CALUMET HEIGHTS,CHATHAM,1394
CALUMET HEIGHTS,AVALON PARK,1085
CALUMET HEIGHTS,SOUTH CHICAGO,1365
CALUMET HEIGHTS,BURNSIDE,1195
CALUMET HEIGHTS,MCKINLEY PARK,3674
CALUMET HEIGHTS,LAKE VIEW,4186
CALUMET HEIGHTS,ROSELAND,2218
CALUMET HEIGHTS,NORTH CENTER,5012
CALUMET HEIGHTS,PULLMAN,2116
CALUMET HEIGHTS,SOUTH DEERING,-1
CALUMET HEIGHTS,EAST SIDE,1486
CALUMET HEIGHTS,WEST PULLMAN,2850
CALUMET HEIGHTS,RIVERDALE,-1
CALUMET HEIGHTS,HEGEWISCH,-1
CALUMET HEIGHTS,undefined,-1
CALUMET HEIGHTS,ARCHER HEIGHTS,5120
CALUMET HEIGHTS,BRIGHTON PARK,4913
CALUMET HEIGHTS,BRIDGEPORT,3729
CALUMET HEIGHTS,NEW CITY,3792
CALUMET HEIGHTS,WEST ELSDON,4910
CALUMET HEIGHTS,GAGE PARK,4679
CALUMET HEIGHTS,CLEARING,6826
CALUMET HEIGHTS,WEST LAWN,4249
CALUMET HEIGHTS,CHICAGO LAWN,4216
CALUMET HEIGHTS,WEST ENGLEWOOD,3759
CALUMET HEIGHTS,ENGLEWOOD,3510
CALUMET HEIGHTS,GREATER GRAND CROSSING,1963
CALUMET HEIGHTS,LINCOLN PARK,4116
CALUMET HEIGHTS,ASHBURN,3999
CALUMET HEIGHTS,AUBURN GRESHAM,2704
CALUMET HEIGHTS,BEVERLY,2693
CALUMET HEIGHTS,WASHINGTON HEIGHTS,2414
CALUMET HEIGHTS,MOUNT GREENWOOD,4603
CALUMET HEIGHTS,MORGAN PARK,3036
CALUMET HEIGHTS,OHARE,-1
CALUMET HEIGHTS,EDGEWATER,5106
CALUMET HEIGHTS,EDISON PARK,7040
ROSELAND,DOUGLAS,3267
ROSELAND,OAKLAND,2880
ROSELAND,FULLER PARK,1861
ROSELAND,GRAND BOULEVARD,2401
ROSELAND,KENWOOD,2566
ROSELAND,LINCOLN SQUARE,5062
ROSELAND,WASHINGTON PARK,2333
ROSELAND,HYDE PARK,2909
ROSELAND,WOODLAWN,2564
ROSELAND,ROGERS PARK,4870
ROSELAND,JEFFERSON PARK,4977
ROSELAND,FOREST GLEN,6652
ROSELAND,NORTH PARK,5070
ROSELAND,ALBANY PARK,5196
ROSELAND,PORTAGE PARK,5263
ROSELAND,IRVING PARK,4813
ROSELAND,DUNNING,5548
ROSELAND,MONTCLARE,6123
ROSELAND,BELMONT CRAGIN,4823
ROSELAND,WEST RIDGE,5409
ROSELAND,HERMOSA,4879
ROSELAND,AVONDALE,4006
ROSELAND,LOGAN SQUARE,3900
ROSELAND,HUMBOLDT PARK,4513
ROSELAND,WEST TOWN,3763
ROSELAND,AUSTIN,5390
ROSELAND,WEST GARFIELD PARK,4019
ROSELAND,EAST GARFIELD PARK,3712
ROSELAND,NEAR WEST SIDE,3279
ROSELAND,NORTH LAWNDALE,4513
ROSELAND,UPTOWN,4306
ROSELAND,SOUTH LAWNDALE,3708
ROSELAND,LOWER WEST SIDE,3399
ROSELAND,NEAR SOUTH SIDE,2800
ROSELAND,BRIDGEPORT,3204
ROSELAND,NORWOOD PARK,5073
ROSELAND,NEAR NORTH SIDE,2917
ROSELAND,LOOP,2807
ROSELAND,SOUTH SHORE,2959
ROSELAND,CHATHAM,1237
ROSELAND,AVALON PARK,2158
ROSELAND,SOUTH CHICAGO,2661
ROSELAND,BURNSIDE,1439
ROSELAND,MCKINLEY PARK,2558
ROSELAND,LAKE VIEW,3496
ROSELAND,CALUMET HEIGHTS,1623
ROSELAND,NORTH CENTER,4080
ROSELAND,PULLMAN,1076
ROSELAND,SOUTH DEERING,-1
ROSELAND,EAST SIDE,2025
ROSELAND,WEST PULLMAN,1584
ROSELAND,RIVERDALE,-1
ROSELAND,HEGEWISCH,-1
ROSELAND,undefined,-1
ROSELAND,ARCHER HEIGHTS,3900
ROSELAND,BRIGHTON PARK,3923
ROSELAND,BRIDGEPORT,2602
ROSELAND,NEW CITY,2198
ROSELAND,WEST ELSDON,4007
ROSELAND,GAGE PARK,3015
ROSELAND,CLEARING,4689
ROSELAND,WEST LAWN,4181
ROSELAND,CHICAGO LAWN,3403
ROSELAND,WEST ENGLEWOOD,2455
ROSELAND,ENGLEWOOD,2206
ROSELAND,GREATER GRAND CROSSING,1657
ROSELAND,LINCOLN PARK,3426
ROSELAND,ASHBURN,3385
ROSELAND,AUBURN GRESHAM,2592
ROSELAND,BEVERLY,2369
ROSELAND,WASHINGTON HEIGHTS,2060
ROSELAND,MOUNT GREENWOOD,3155
ROSELAND,MORGAN PARK,2136
ROSELAND,OHARE,-1
ROSELAND,EDGEWATER,4515
ROSELAND,EDISON PARK,6350
NORTH CENTER,DOUGLAS,3617
NORTH CENTER,OAKLAND,3952
NORTH CENTER,FULLER PARK,3021
NORTH CENTER,GRAND BOULEVARD,3507
NORTH CENTER,KENWOOD,3300
NORTH CENTER,LINCOLN SQUARE,996
NORTH CENTER,WASHINGTON PARK,3916
NORTH CENTER,HYDE PARK,4039
NORTH CENTER,WOODLAWN,4107
NORTH CENTER,ROGERS PARK,2400
NORTH CENTER,JEFFERSON PARK,2004
NORTH CENTER,FOREST GLEN,2630
NORTH CENTER,NORTH PARK,2217
NORTH CENTER,ALBANY PARK,1899
NORTH CENTER,PORTAGE PARK,2243
NORTH CENTER,IRVING PARK,1290
NORTH CENTER,DUNNING,2365
NORTH CENTER,MONTCLARE,3238
NORTH CENTER,BELMONT CRAGIN,2629
NORTH CENTER,WEST RIDGE,1682
NORTH CENTER,HERMOSA,1941
NORTH CENTER,AVONDALE,1238
NORTH CENTER,LOGAN SQUARE,1071
NORTH CENTER,HUMBOLDT PARK,2313
NORTH CENTER,WEST TOWN,2064
NORTH CENTER,AUSTIN,3153
NORTH CENTER,WEST GARFIELD PARK,3222
NORTH CENTER,EAST GARFIELD PARK,2693
NORTH CENTER,NEAR WEST SIDE,3108
NORTH CENTER,NORTH LAWNDALE,3458
NORTH CENTER,UPTOWN,1950
NORTH CENTER,SOUTH LAWNDALE,3871
NORTH CENTER,LOWER WEST SIDE,3762
NORTH CENTER,NEAR SOUTH SIDE,3355
NORTH CENTER,BRIDGEPORT,3134
NORTH CENTER,NORWOOD PARK,2100
NORTH CENTER,NEAR NORTH SIDE,2067
NORTH CENTER,LOOP,2677
NORTH CENTER,SOUTH SHORE,3949
NORTH CENTER,CHATHAM,4039
NORTH CENTER,AVALON PARK,4068
NORTH CENTER,SOUTH CHICAGO,5585
NORTH CENTER,BURNSIDE,4886
NORTH CENTER,MCKINLEY PARK,3412
NORTH CENTER,LAKE VIEW,896
NORTH CENTER,CALUMET HEIGHTS,4348
NORTH CENTER,ROSELAND,4237
NORTH CENTER,PULLMAN,5059
NORTH CENTER,SOUTH DEERING,-1
NORTH CENTER,EAST SIDE,5192
NORTH CENTER,WEST PULLMAN,5343
NORTH CENTER,RIVERDALE,-1
NORTH CENTER,HEGEWISCH,-1
NORTH CENTER,undefined,-1
NORTH CENTER,ARCHER HEIGHTS,4375
NORTH CENTER,BRIGHTON PARK,3498
NORTH CENTER,BRIDGEPORT,3713
NORTH CENTER,NEW CITY,3648
NORTH CENTER,WEST ELSDON,4318
NORTH CENTER,GAGE PARK,3958
NORTH CENTER,CLEARING,4827
NORTH CENTER,WEST LAWN,5106
NORTH CENTER,CHICAGO LAWN,4315
NORTH CENTER,WEST ENGLEWOOD,4535
NORTH CENTER,ENGLEWOOD,4176
NORTH CENTER,GREATER GRAND CROSSING,3507
NORTH CENTER,LINCOLN PARK,1496
NORTH CENTER,ASHBURN,4980
NORTH CENTER,AUBURN GRESHAM,5530
NORTH CENTER,BEVERLY,5186
NORTH CENTER,WASHINGTON HEIGHTS,4645
NORTH CENTER,MOUNT GREENWOOD,6313
NORTH CENTER,MORGAN PARK,5102
NORTH CENTER,OHARE,-1
NORTH CENTER,EDGEWATER,2045
NORTH CENTER,EDISON PARK,3467
PULLMAN,DOUGLAS,3887
PULLMAN,OAKLAND,3764
PULLMAN,FULLER PARK,2479
PULLMAN,GRAND BOULEVARD,3443
PULLMAN,KENWOOD,3498
PULLMAN,LINCOLN SQUARE,5764
PULLMAN,WASHINGTON PARK,2945
PULLMAN,HYDE PARK,3148
PULLMAN,WOODLAWN,3133
PULLMAN,ROGERS PARK,5488
PULLMAN,JEFFERSON PARK,5595
PULLMAN,FOREST GLEN,6370
PULLMAN,NORTH PARK,5868
PULLMAN,ALBANY PARK,5874
PULLMAN,PORTAGE PARK,5558
PULLMAN,IRVING PARK,5208
PULLMAN,DUNNING,6262
PULLMAN,MONTCLARE,6926
PULLMAN,BELMONT CRAGIN,6102
PULLMAN,WEST RIDGE,6327
PULLMAN,HERMOSA,5474
PULLMAN,AVONDALE,4624
PULLMAN,LOGAN SQUARE,4604
PULLMAN,HUMBOLDT PARK,5425
PULLMAN,WEST TOWN,4381
PULLMAN,AUSTIN,5888
PULLMAN,WEST GARFIELD PARK,5074
PULLMAN,EAST GARFIELD PARK,4420
PULLMAN,NEAR WEST SIDE,3987
PULLMAN,NORTH LAWNDALE,5251
PULLMAN,UPTOWN,4924
PULLMAN,SOUTH LAWNDALE,4921
PULLMAN,LOWER WEST SIDE,4017
PULLMAN,NEAR SOUTH SIDE,4667
PULLMAN,BRIDGEPORT,3964
PULLMAN,NORWOOD PARK,5691
PULLMAN,NEAR NORTH SIDE,3535
PULLMAN,LOOP,3425
PULLMAN,SOUTH SHORE,3325
PULLMAN,CHATHAM,1543
PULLMAN,AVALON PARK,2800
PULLMAN,SOUTH CHICAGO,2684
PULLMAN,BURNSIDE,1566
PULLMAN,MCKINLEY PARK,3795
PULLMAN,LAKE VIEW,4114
PULLMAN,CALUMET HEIGHTS,2262
PULLMAN,ROSELAND,1059
PULLMAN,NORTH CENTER,4998
PULLMAN,SOUTH DEERING,-1
PULLMAN,EAST SIDE,1985
PULLMAN,WEST PULLMAN,2251
PULLMAN,RIVERDALE,-1
PULLMAN,HEGEWISCH,-1
PULLMAN,undefined,-1
PULLMAN,ARCHER HEIGHTS,4748
PULLMAN,BRIGHTON PARK,4541
PULLMAN,BRIDGEPORT,3850
PULLMAN,NEW CITY,3436
PULLMAN,WEST ELSDON,4505
PULLMAN,GAGE PARK,3513
PULLMAN,CLEARING,6391
PULLMAN,WEST LAWN,4661
PULLMAN,CHICAGO LAWN,3618
PULLMAN,WEST ENGLEWOOD,3013
PULLMAN,ENGLEWOOD,2764
PULLMAN,GREATER GRAND CROSSING,2373
PULLMAN,LINCOLN PARK,4044
PULLMAN,ASHBURN,3643
PULLMAN,AUBURN GRESHAM,2973
PULLMAN,BEVERLY,2735
PULLMAN,WASHINGTON HEIGHTS,2627
PULLMAN,MOUNT GREENWOOD,3751
PULLMAN,MORGAN PARK,2303
PULLMAN,OHARE,-1
PULLMAN,EDGEWATER,5133
PULLMAN,EDISON PARK,6668
SOUTH DEERING,DOUGLAS,-1
SOUTH DEERING,OAKLAND,-1
SOUTH DEERING,FULLER PARK,-1
SOUTH DEERING,GRAND BOULEVARD,-1
SOUTH DEERING,KENWOOD,-1
SOUTH DEERING,LINCOLN SQUARE,-1
SOUTH DEERING,WASHINGTON PARK,-1
SOUTH DEERING,HYDE PARK,-1
SOUTH DEERING,WOODLAWN,-1
SOUTH DEERING,ROGERS PARK,-1
SOUTH DEERING,JEFFERSON PARK,-1
SOUTH DEERING,FOREST GLEN,-1
SOUTH DEERING,NORTH PARK,-1
SOUTH DEERING,ALBANY PARK,-1
SOUTH DEERING,PORTAGE PARK,-1
SOUTH DEERING,IRVING PARK,-1
SOUTH DEERING,DUNNING,-1
SOUTH DEERING,MONTCLARE,-1
SOUTH DEERING,BELMONT CRAGIN,-1
SOUTH DEERING,WEST RIDGE,-1
SOUTH DEERING,HERMOSA,-1
SOUTH DEERING,AVONDALE,-1
SOUTH DEERING,LOGAN SQUARE,-1
SOUTH DEERING,HUMBOLDT PARK,-1
SOUTH DEERING,WEST TOWN,-1
SOUTH DEERING,AUSTIN,-1
SOUTH DEERING,WEST GARFIELD PARK,-1
SOUTH DEERING,EAST GARFIELD PARK,-1
SOUTH DEERING,NEAR WEST SIDE,-1
SOUTH DEERING,NORTH LAWNDALE,-1
SOUTH DEERING,UPTOWN,-1
SOUTH DEERING,SOUTH LAWNDALE,-1
SOUTH DEERING,LOWER WEST SIDE,-1
SOUTH DEERING,NEAR SOUTH SIDE,-1
SOUTH DEERING,BRIDGEPORT,-1
SOUTH DEERING,NORWOOD PARK,-1
SOUTH DEERING,NEAR NORTH SIDE,-1
SOUTH DEERING,LOOP,-1
SOUTH DEERING,SOUTH SHORE,-1
SOUTH DEERING,CHATHAM,-1
SOUTH DEERING,AVALON PARK,-1
SOUTH DEERING,SOUTH CHICAGO,-1
SOUTH DEERING,BURNSIDE,-1
SOUTH DEERING,MCKINLEY PARK,-1
SOUTH DEERING,LAKE VIEW,-1
SOUTH DEERING,CALUMET HEIGHTS,-1
SOUTH DEERING,ROSELAND,-1
SOUTH DEERING,NORTH CENTER,-1
SOUTH DEERING,PULLMAN,-1
SOUTH DEERING,EAST SIDE,-1
SOUTH DEERING,WEST PULLMAN,-1
SOUTH DEERING,RIVERDALE,-1
SOUTH DEERING,HEGEWISCH,-1
SOUTH DEERING,undefined,-1
SOUTH DEERING,ARCHER HEIGHTS,-1
SOUTH DEERING,BRIGHTON PARK,-1
SOUTH DEERING,BRIDGEPORT,-1
SOUTH DEERING,NEW CITY,-1
SOUTH DEERING,WEST ELSDON,-1
SOUTH DEERING,GAGE PARK,-1
SOUTH DEERING,CLEARING,-1
SOUTH DEERING,WEST LAWN,-1
SOUTH DEERING,CHICAGO LAWN,-1
SOUTH DEERING,WEST ENGLEWOOD,-1
SOUTH DEERING,ENGLEWOOD,-1
SOUTH DEERING,GREATER GRAND CROSSING,-1
SOUTH DEERING,LINCOLN PARK,-1
SOUTH DEERING,ASHBURN,-1
SOUTH DEERING,AUBURN GRESHAM,-1
SOUTH DEERING,BEVERLY,-1
SOUTH DEERING,WASHINGTON HEIGHTS,-1
SOUTH DEERING,MOUNT GREENWOOD,-1
SOUTH DEERING,MORGAN PARK,-1
SOUTH DEERING,OHARE,-1
SOUTH DEERING,EDGEWATER,-1
SOUTH DEERING,EDISON PARK,-1
EAST SIDE,DOUGLAS,3680
EAST SIDE,OAKLAND,4193
EAST SIDE,FULLER PARK,3189
EAST SIDE,GRAND BOULEVARD,3236
EAST SIDE,KENWOOD,3465
EAST SIDE,LINCOLN SQUARE,6390
EAST SIDE,WASHINGTON PARK,2738
EAST SIDE,HYDE PARK,3201
EAST SIDE,WOODLAWN,2720
EAST SIDE,ROGERS PARK,6198
EAST SIDE,JEFFERSON PARK,6593
EAST SIDE,FOREST GLEN,7350
EAST SIDE,NORTH PARK,6866
EAST SIDE,ALBANY PARK,6212
EAST SIDE,PORTAGE PARK,6256
EAST SIDE,IRVING PARK,5649
EAST SIDE,DUNNING,7152
EAST SIDE,MONTCLARE,7481
EAST SIDE,BELMONT CRAGIN,6592
EAST SIDE,WEST RIDGE,6777
EAST SIDE,HERMOSA,6244
EAST SIDE,AVONDALE,5262
EAST SIDE,LOGAN SQUARE,5156
EAST SIDE,HUMBOLDT PARK,6068
EAST SIDE,WEST TOWN,5019
EAST SIDE,AUSTIN,5705
EAST SIDE,WEST GARFIELD PARK,6363
EAST SIDE,EAST GARFIELD PARK,5298
EAST SIDE,NEAR WEST SIDE,4901
EAST SIDE,NORTH LAWNDALE,5747
EAST SIDE,UPTOWN,5634
EAST SIDE,SOUTH LAWNDALE,5507
EAST SIDE,LOWER WEST SIDE,4727
EAST SIDE,NEAR SOUTH SIDE,4460
EAST SIDE,BRIDGEPORT,4776
EAST SIDE,NORWOOD PARK,6329
EAST SIDE,NEAR NORTH SIDE,4245
EAST SIDE,LOOP,3704
EAST SIDE,SOUTH SHORE,2185
EAST SIDE,CHATHAM,2122
EAST SIDE,AVALON PARK,1599
EAST SIDE,SOUTH CHICAGO,1157
EAST SIDE,BURNSIDE,2262
EAST SIDE,MCKINLEY PARK,4404
EAST SIDE,LAKE VIEW,4824
EAST SIDE,CALUMET HEIGHTS,2066
EAST SIDE,ROSELAND,2481
EAST SIDE,NORTH CENTER,5948
EAST SIDE,PULLMAN,3004
EAST SIDE,SOUTH DEERING,-1
EAST SIDE,WEST PULLMAN,4118
EAST SIDE,RIVERDALE,-1
EAST SIDE,HEGEWISCH,-1
EAST SIDE,undefined,-1
EAST SIDE,ARCHER HEIGHTS,5618
EAST SIDE,BRIGHTON PARK,4977
EAST SIDE,BRIDGEPORT,4470
EAST SIDE,NEW CITY,4026
EAST SIDE,WEST ELSDON,5125
EAST SIDE,GAGE PARK,4133
EAST SIDE,CLEARING,6208
EAST SIDE,WEST LAWN,5547
EAST SIDE,CHICAGO LAWN,4644
EAST SIDE,WEST ENGLEWOOD,4023
EAST SIDE,ENGLEWOOD,3424
EAST SIDE,GREATER GRAND CROSSING,2317
EAST SIDE,LINCOLN PARK,4754
EAST SIDE,ASHBURN,4633
EAST SIDE,AUBURN GRESHAM,3282
EAST SIDE,BEVERLY,3700
EAST SIDE,WASHINGTON HEIGHTS,3359
EAST SIDE,MOUNT GREENWOOD,5014
EAST SIDE,MORGAN PARK,3827
EAST SIDE,OHARE,-1
EAST SIDE,EDGEWATER,5672
EAST SIDE,EDISON PARK,7466
WEST PULLMAN,DOUGLAS,4361
WEST PULLMAN,OAKLAND,4518
WEST PULLMAN,FULLER PARK,3015
WEST PULLMAN,GRAND BOULEVARD,3861
WEST PULLMAN,KENWOOD,4080
WEST PULLMAN,LINCOLN SQUARE,6288
WEST PULLMAN,WASHINGTON PARK,4034
WEST PULLMAN,HYDE PARK,4153
WEST PULLMAN,WOODLAWN,3838
WEST PULLMAN,ROGERS PARK,6024
WEST PULLMAN,JEFFERSON PARK,6491
WEST PULLMAN,FOREST GLEN,7176
WEST PULLMAN,NORTH PARK,6764
WEST PULLMAN,ALBANY PARK,7218
WEST PULLMAN,PORTAGE PARK,6154
WEST PULLMAN,IRVING PARK,5547
WEST PULLMAN,DUNNING,6978
WEST PULLMAN,MONTCLARE,7307
WEST PULLMAN,BELMONT CRAGIN,7000
WEST PULLMAN,WEST RIDGE,6653
WEST PULLMAN,HERMOSA,6070
WEST PULLMAN,AVONDALE,5160
WEST PULLMAN,LOGAN SQUARE,5170
WEST PULLMAN,HUMBOLDT PARK,5894
WEST PULLMAN,WEST TOWN,4917
WEST PULLMAN,AUSTIN,5531
WEST PULLMAN,WEST GARFIELD PARK,6043
WEST PULLMAN,EAST GARFIELD PARK,4956
WEST PULLMAN,NEAR WEST SIDE,4523
WEST PULLMAN,NORTH LAWNDALE,5573
WEST PULLMAN,UPTOWN,5460
WEST PULLMAN,SOUTH LAWNDALE,5333
WEST PULLMAN,LOWER WEST SIDE,4553
WEST PULLMAN,NEAR SOUTH SIDE,4235
WEST PULLMAN,BRIDGEPORT,5112
WEST PULLMAN,NORWOOD PARK,6227
WEST PULLMAN,NEAR NORTH SIDE,4071
WEST PULLMAN,LOOP,3961
WEST PULLMAN,SOUTH SHORE,4559
WEST PULLMAN,CHATHAM,2938
WEST PULLMAN,AVALON PARK,3615
WEST PULLMAN,SOUTH CHICAGO,3912
WEST PULLMAN,BURNSIDE,2780
WEST PULLMAN,MCKINLEY PARK,4230
WEST PULLMAN,LAKE VIEW,4650
WEST PULLMAN,CALUMET HEIGHTS,3224
WEST PULLMAN,ROSELAND,1915
WEST PULLMAN,NORTH CENTER,5774
WEST PULLMAN,PULLMAN,2571
WEST PULLMAN,SOUTH DEERING,-1
WEST PULLMAN,EAST SIDE,3530
WEST PULLMAN,RIVERDALE,-1
WEST PULLMAN,HEGEWISCH,-1
WEST PULLMAN,undefined,-1
WEST PULLMAN,ARCHER HEIGHTS,5344
WEST PULLMAN,BRIGHTON PARK,4803
WEST PULLMAN,BRIDGEPORT,4296
WEST PULLMAN,NEW CITY,3852
WEST PULLMAN,WEST ELSDON,5134
WEST PULLMAN,GAGE PARK,3959
WEST PULLMAN,CLEARING,6106
WEST PULLMAN,WEST LAWN,4473
WEST PULLMAN,CHICAGO LAWN,4874
WEST PULLMAN,WEST ENGLEWOOD,3578
WEST PULLMAN,ENGLEWOOD,3859
WEST PULLMAN,GREATER GRAND CROSSING,2931
WEST PULLMAN,LINCOLN PARK,4580
WEST PULLMAN,ASHBURN,4468
WEST PULLMAN,AUBURN GRESHAM,2985
WEST PULLMAN,BEVERLY,2450
WEST PULLMAN,WASHINGTON HEIGHTS,1855
WEST PULLMAN,MOUNT GREENWOOD,3478
WEST PULLMAN,MORGAN PARK,1527
WEST PULLMAN,OHARE,-1
WEST PULLMAN,EDGEWATER,5669
WEST PULLMAN,EDISON PARK,8084
RIVERDALE,DOUGLAS,-1
RIVERDALE,OAKLAND,-1
RIVERDALE,FULLER PARK,-1
RIVERDALE,GRAND BOULEVARD,-1
RIVERDALE,KENWOOD,-1
RIVERDALE,LINCOLN SQUARE,-1
RIVERDALE,WASHINGTON PARK,-1
RIVERDALE,HYDE PARK,-1
RIVERDALE,WOODLAWN,-1
RIVERDALE,ROGERS PARK,-1
RIVERDALE,JEFFERSON PARK,-1
RIVERDALE,FOREST GLEN,-1
RIVERDALE,NORTH PARK,-1
RIVERDALE,ALBANY PARK,-1
RIVERDALE,PORTAGE PARK,-1
RIVERDALE,IRVING PARK,-1
RIVERDALE,DUNNING,-1
RIVERDALE,MONTCLARE,-1
RIVERDALE,BELMONT CRAGIN,-1
RIVERDALE,WEST RIDGE,-1
RIVERDALE,HERMOSA,-1
RIVERDALE,AVONDALE,-1
RIVERDALE,LOGAN SQUARE,-1
RIVERDALE,HUMBOLDT PARK,-1
RIVERDALE,WEST TOWN,-1
RIVERDALE,AUSTIN,-1
RIVERDALE,WEST GARFIELD PARK,-1
RIVERDALE,EAST GARFIELD PARK,-1
RIVERDALE,NEAR WEST SIDE,-1
RIVERDALE,NORTH LAWNDALE,-1
RIVERDALE,UPTOWN,-1
RIVERDALE,SOUTH LAWNDALE,-1
RIVERDALE,LOWER WEST SIDE,-1
RIVERDALE,NEAR SOUTH SIDE,-1
RIVERDALE,BRIDGEPORT,-1
RIVERDALE,NORWOOD PARK,-1
RIVERDALE,NEAR NORTH SIDE,-1
RIVERDALE,LOOP,-1
RIVERDALE,SOUTH SHORE,-1
RIVERDALE,CHATHAM,-1
RIVERDALE,AVALON PARK,-1
RIVERDALE,SOUTH CHICAGO,-1
RIVERDALE,BURNSIDE,-1
RIVERDALE,MCKINLEY PARK,-1
RIVERDALE,LAKE VIEW,-1
RIVERDALE,CALUMET HEIGHTS,-1
RIVERDALE,ROSELAND,-1
RIVERDALE,NORTH CENTER,-1
RIVERDALE,PULLMAN,-1
RIVERDALE,SOUTH DEERING,-1
RIVERDALE,EAST SIDE,-1
RIVERDALE,WEST PULLMAN,-1
RIVERDALE,HEGEWISCH,-1
RIVERDALE,undefined,-1
RIVERDALE,ARCHER HEIGHTS,-1
RIVERDALE,BRIGHTON PARK,-1
RIVERDALE,BRIDGEPORT,-1
RIVERDALE,NEW CITY,-1
RIVERDALE,WEST ELSDON,-1
RIVERDALE,GAGE PARK,-1
RIVERDALE,CLEARING,-1
RIVERDALE,WEST LAWN,-1
RIVERDALE,CHICAGO LAWN,-1
RIVERDALE,WEST ENGLEWOOD,-1
RIVERDALE,ENGLEWOOD,-1
RIVERDALE,GREATER GRAND CROSSING,-1
RIVERDALE,LINCOLN PARK,-1
RIVERDALE,ASHBURN,-1
RIVERDALE,AUBURN GRESHAM,-1
RIVERDALE,BEVERLY,-1
RIVERDALE,WASHINGTON HEIGHTS,-1
RIVERDALE,MOUNT GREENWOOD,-1
RIVERDALE,MORGAN PARK,-1
RIVERDALE,OHARE,-1
RIVERDALE,EDGEWATER,-1
RIVERDALE,EDISON PARK,-1
HEGEWISCH,DOUGLAS,-1
HEGEWISCH,OAKLAND,-1
HEGEWISCH,FULLER PARK,-1
HEGEWISCH,GRAND BOULEVARD,-1
HEGEWISCH,KENWOOD,-1
HEGEWISCH,LINCOLN SQUARE,-1
HEGEWISCH,WASHINGTON PARK,-1
HEGEWISCH,HYDE PARK,-1
HEGEWISCH,WOODLAWN,-1
HEGEWISCH,ROGERS PARK,-1
HEGEWISCH,JEFFERSON PARK,-1
HEGEWISCH,FOREST GLEN,-1
HEGEWISCH,NORTH PARK,-1
HEGEWISCH,ALBANY PARK,-1
HEGEWISCH,PORTAGE PARK,-1
HEGEWISCH,IRVING PARK,-1
HEGEWISCH,DUNNING,-1
HEGEWISCH,MONTCLARE,-1
HEGEWISCH,BELMONT CRAGIN,-1
HEGEWISCH,WEST RIDGE,-1
HEGEWISCH,HERMOSA,-1
HEGEWISCH,AVONDALE,-1
HEGEWISCH,LOGAN SQUARE,-1
HEGEWISCH,HUMBOLDT PARK,-1
HEGEWISCH,WEST TOWN,-1
HEGEWISCH,AUSTIN,-1
HEGEWISCH,WEST GARFIELD PARK,-1
HEGEWISCH,EAST GARFIELD PARK,-1
HEGEWISCH,NEAR WEST SIDE,-1
HEGEWISCH,NORTH LAWNDALE,-1
HEGEWISCH,UPTOWN,-1
HEGEWISCH,SOUTH LAWNDALE,-1
HEGEWISCH,LOWER WEST SIDE,-1
HEGEWISCH,NEAR SOUTH SIDE,-1
HEGEWISCH,BRIDGEPORT,-1
HEGEWISCH,NORWOOD PARK,-1
HEGEWISCH,NEAR NORTH SIDE,-1
HEGEWISCH,LOOP,-1
HEGEWISCH,SOUTH SHORE,-1
HEGEWISCH,CHATHAM,-1
HEGEWISCH,AVALON PARK,-1
HEGEWISCH,SOUTH CHICAGO,-1
HEGEWISCH,BURNSIDE,-1
HEGEWISCH,MCKINLEY PARK,-1
HEGEWISCH,LAKE VIEW,-1
HEGEWISCH,CALUMET HEIGHTS,-1
HEGEWISCH,ROSELAND,-1
HEGEWISCH,NORTH CENTER,-1
HEGEWISCH,PULLMAN,-1
HEGEWISCH,SOUTH DEERING,-1
HEGEWISCH,EAST SIDE,-1
HEGEWISCH,WEST PULLMAN,-1
HEGEWISCH,RIVERDALE,-1
HEGEWISCH,undefined,-1
HEGEWISCH,ARCHER HEIGHTS,-1
HEGEWISCH,BRIGHTON PARK,-1
HEGEWISCH,BRIDGEPORT,-1
HEGEWISCH,NEW CITY,-1
HEGEWISCH,WEST ELSDON,-1
HEGEWISCH,GAGE PARK,-1
HEGEWISCH,CLEARING,-1
